date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:37:06	197281/197281	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:54:44%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/construction/gallery/construction-gallery-5.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/construction/gallery/construction-gallery-5.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:12	151295/151295	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:54:46%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/construction/gallery/construction-gallery-6.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/construction/gallery/construction-gallery-6.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:13	22504/22504	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202017%2019:45:02%20GMT	http://preview.oklerthemes.com/porto/5.7.2/demo-construction-blog-detail.html	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/demo-construction-blog-detail.html	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:20	154880/154880	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:54:46%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/construction/gallery/construction-gallery-7.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/construction/gallery/construction-gallery-7.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:21	335035/335035	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:54:46%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/construction/gallery/construction-gallery-3.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/construction/gallery/construction-gallery-3.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:25	72561/72561	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:54:41%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/construction/blog/blog-construction-1.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/construction/blog/blog-construction-1.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:26	1756/1756	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Apr%202017%2019:48:48%20GMT	http://preview.oklerthemes.com/porto/5.7.2/js/demos/demo-construction.js	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/js/demos/demo-construction.js	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:27	22818/22818	---M--	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202017%2019:48:22%20GMT	http://preview.oklerthemes.com/porto/5.7.2/vendor/bootstrap-datepicker/bootstrap-datepicker3.css	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/vendor/bootstrap-datepicker/bootstrap-datepicker3.css	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:37:31	134593/134593	---M--	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202017%2019:49:27%20GMT	http://preview.oklerthemes.com/porto/5.7.2/css/skins/skin-hotel.css	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/css/skins/skin-hotel.css	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:37:31	16865/16865	---M--	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202017%2019:48:57%20GMT	http://preview.oklerthemes.com/porto/5.7.2/css/demos/demo-hotel.css	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/css/demos/demo-hotel.css	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:37:34	50903/50903	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2019:54:40%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/construction/blog/blog-construction-3.jpg	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/construction/blog/blog-construction-3.jpg	(from http://preview.oklerthemes.com/porto/5.7.2/demo-construction.html)
21:37:34	13408/13408	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Apr%202017%2019:52:49%20GMT	http://preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/logo-hotel.png	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/img/demos/hotel/logo-hotel.png	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
21:37:34	33813/33813	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202017%2019:44:59%20GMT	http://preview.oklerthemes.com/porto/5.7.2/demo-hotel-hotel.html	C:/crmhome/as/preview.oklerthemes.com/porto/5.7.2/demo-hotel-hotel.html	(from http://preview.oklerthemes.com/porto/5.7.2/demo-hotel.html)
